birthyr,birthqtr,vetwwii,incwage,disabwrk1,disabwrk2
1924,3,0,12005,0,0
1928,4,1,10065,0,0
1926,3,0,0,0,0
1926,3,1,7005,0,0
1924,3,0,9305,0,0
1926,3,0,0,1,2
1928,3,1,0,1,2
1928,4,0,19645,0,0
1928,3,0,15005,0,0
1926,3,1,13005,0,0
1926,4,1,0,0,0
1928,3,1,16855,0,0
1924,3,0,0,1,2
1928,4,1,7375,1,1
1926,3,1,6005,0,0
1928,3,1,10735,0,0
1926,3,1,0,1,2
1928,4,1,14005,0,0
1926,3,1,14695,0,0
1928,4,0,22005,0,0
1928,3,0,0,1,2
1926,3,1,0,1,1
1926,3,1,0,1,1
1926,4,0,16125,0,0
1924,4,1,0,1,2
1926,3,0,0,0,0
1928,3,0,0,0,0
1926,4,0,0,1,2
1924,4,1,4745,0,0
1924,4,1,10005,0,0
1926,3,0,0,1,2
1928,4,0,21135,0,0
1924,4,0,0,1,2
1928,3,0,9885,0,0
1928,4,0,12005,0,0
1928,4,0,26005,0,0
1924,4,1,0,0,0
1928,4,0,11585,0,0
1924,4,1,8005,1,1
1926,4,0,12005,0,0
1926,3,0,4685,0,0
1924,3,1,36375,0,0
1924,3,1,4005,0,0
1928,3,0,0,0,0
1926,4,0,8005,0,0
1926,4,1,3695,0,0
1924,4,0,0,0,0
1928,4,0,0,0,0
1924,4,1,18005,0,0
1924,4,1,18705,0,0
1924,4,0,9005,0,0
1926,4,0,0,0,0
1926,3,0,16005,0,0
1928,3,0,10305,1,1
1926,4,1,21295,0,0
1928,4,1,23005,0,0
1926,3,0,5175,0,0
1928,4,0,0,0,0
1928,4,0,13895,0,0
1926,3,0,18005,0,0
1924,3,0,9605,0,0
1924,3,0,11965,0,0
1928,3,0,15005,0,0
1924,3,1,0,0,0
1928,3,0,13005,0,0
1928,3,0,0,0,0
1924,3,0,12005,0,0
1926,3,1,35505,0,0
1926,4,0,6005,0,0
1926,4,1,26005,0,0
1928,3,0,17005,0,0
1926,3,1,1205,0,0
1926,3,0,17005,0,0
1926,4,1,16005,0,0
1926,4,1,30005,0,0
1926,3,0,20005,0,0
1928,3,1,10005,1,1
1928,4,0,0,0,0
1926,4,1,31005,0,0
1924,4,0,0,0,0
1928,4,1,70005,1,2
1928,3,0,18005,0,0
1926,4,1,22005,0,0
1928,4,0,19245,0,0
1928,4,1,31465,0,0
1924,3,1,0,0,0
1924,3,1,10005,1,1
1924,4,1,0,1,2
1926,4,1,0,0,0
1928,4,0,31005,0,0
1924,3,1,9905,1,1
1924,3,1,0,0,0
1924,4,1,4005,0,0
1924,4,0,11705,0,0
1926,3,0,15005,0,0
1926,3,0,6695,0,0
1924,3,1,6445,0,0
1926,4,0,14005,0,0
1924,3,1,0,1,1
1926,4,0,5005,0,0
1928,3,0,27005,0,0
1928,4,0,21005,1,1
1926,3,1,20805,0,0
1928,3,0,14125,0,0
1926,4,1,7875,1,1
1928,4,0,8005,0,0
1926,4,0,21005,1,1
1926,3,1,23655,1,1
1928,3,0,19005,0,0
1928,3,0,135,0,0
1924,3,1,0,0,0
1924,4,1,0,0,0
1924,3,1,30895,0,0
1926,3,1,8005,1,1
1928,3,0,1905,0,0
1926,3,1,0,1,2
1928,4,0,21985,1,1
1924,3,0,0,1,1
1924,3,1,31005,0,0
1926,3,1,9605,1,1
1928,4,1,40005,0,0
1926,3,0,0,1,2
1928,3,0,0,0,0
1924,4,1,14005,0,0
1926,4,1,0,0,0
1926,3,1,12505,0,0
1928,3,0,25005,0,0
1928,4,1,21255,0,0
1928,3,1,0,1,2
1926,3,1,8205,0,0
1924,3,0,23005,0,0
1924,4,1,0,0,0
1924,4,1,36925,0,0
1926,3,1,6005,0,0
1926,3,0,20005,1,1
1926,4,0,15005,0,0
1926,4,0,0,1,1
1926,3,1,7505,0,0
1926,3,0,21325,0,0
1924,4,1,18005,0,0
1926,3,1,7205,0,0
1926,3,1,17705,0,0
1926,3,1,20005,0,0
1926,3,1,0,1,1
1928,3,1,2605,0,0
1928,3,0,14005,0,0
1928,3,0,18605,0,0
1926,3,1,0,1,2
1924,3,1,0,1,1
1924,4,1,8335,0,0
1928,3,1,23395,0,0
1924,3,1,1885,0,0
1924,3,0,0,0,0
1924,4,0,12005,0,0
1928,4,1,28105,0,0
1926,4,0,0,1,2
1924,4,0,7975,0,0
1928,4,0,8005,0,0
1926,4,0,22005,0,0
1924,3,1,7255,0,0
1924,3,1,18905,0,0
1928,4,0,14505,0,0
1928,3,0,16125,0,0
1924,4,0,0,1,2
1926,3,0,13005,0,0
1926,3,1,7005,0,0
1926,3,1,31895,0,0
1928,4,0,18925,0,0
1926,3,1,19015,0,0
1924,3,1,30005,0,0
1924,3,0,4005,1,1
1924,3,1,25005,0,0
1926,4,1,15005,1,1
1928,4,0,20105,0,0
1926,3,1,22645,0,0
1924,3,1,19865,0,0
1926,3,1,0,0,0
1926,3,0,10925,0,0
1928,3,0,13005,0,0
1928,3,0,0,0,0
1926,4,1,8105,0,0
1926,4,0,21605,0,0
1926,4,0,0,1,2
1926,4,1,21505,0,0
1924,4,0,8005,1,1
1924,3,1,0,1,2
1928,3,0,17005,0,0
1924,4,0,10925,0,0
1928,4,0,5405,0,0
1924,3,1,0,0,0
1926,4,0,13955,0,0
1926,3,1,29225,0,0
1928,3,0,0,0,0
1926,4,0,16005,0,0
1926,4,1,22275,0,0
1928,4,0,7005,1,1
1924,4,0,0,0,0
1928,4,0,8185,1,1
1926,3,1,20005,0,0
1926,4,1,13285,0,0
1928,3,0,7685,0,0
1926,4,0,61255,0,0
1926,4,0,15115,0,0
1926,3,0,0,1,2
1928,3,0,0,1,2
1924,3,1,2965,0,0
1926,3,0,4005,0,0
1928,3,1,26085,0,0
1928,4,0,0,0,0
1928,3,0,8005,0,0
1928,3,0,21005,0,0
1926,3,1,19245,0,0
1926,3,1,26005,0,0
1924,3,1,11625,0,0
1926,3,0,16005,0,0
1926,4,1,15505,0,0
1926,3,0,1465,1,2
1928,4,0,13005,0,0
1926,4,0,3005,0,0
1926,4,0,8005,0,0
1926,4,1,11185,0,0
1924,3,1,25305,0,0
1926,3,0,29285,0,0
1924,4,0,7005,0,0
1926,3,1,0,1,2
1928,3,0,29375,0,0
1926,3,0,10005,1,1
1924,4,1,17055,0,0
1924,4,0,0,1,2
1924,3,1,26005,0,0
1928,3,0,14045,0,0
1926,3,1,20005,0,0
1928,4,0,50005,0,0
1924,4,1,13005,0,0
1926,3,1,51005,0,0
1926,3,1,17195,0,0
1926,4,1,3005,0,0
1928,4,1,35905,0,0
1928,4,0,15005,0,0
1926,3,1,22005,0,0
1924,4,1,23325,0,0
1924,4,1,17005,0,0
1926,3,1,21275,0,0
1924,4,1,18005,0,0
1928,3,0,36005,0,0
1928,3,0,12005,0,0
1928,3,0,0,0,0
1928,3,0,19105,0,0
1928,4,0,0,1,2
1924,4,1,11005,0,0
1924,4,0,16205,0,0
1924,4,0,3005,1,1
1924,4,0,12005,0,0
1924,4,1,42805,0,0
1928,4,0,18205,0,0
1928,3,1,18005,0,0
1928,4,0,23015,0,0
1928,4,0,36875,1,1
1928,4,1,28805,0,0
1926,4,0,21905,1,1
1926,3,1,22005,0,0
1928,4,0,0,1,2
1926,4,0,19685,0,0
1928,4,0,18075,0,0
1924,3,1,33005,0,0
1924,3,0,21325,1,1
1926,4,1,22005,0,0
1924,3,0,6385,1,1
1926,4,1,8005,1,1
1928,3,0,20005,0,0
1926,4,1,21005,0,0
1924,4,1,0,1,2
1926,3,1,46005,1,1
1924,4,1,105,0,0
1928,3,0,18585,0,0
1928,4,0,0,0,0
1928,4,0,65005,0,0
1924,4,1,75000,0,0
1924,3,0,0,0,0
1926,3,1,3005,0,0
1926,4,0,14045,0,0
1924,3,1,12005,0,0
1928,3,0,0,0,0
1928,4,0,0,1,2
1926,4,0,3245,0,0
1928,3,0,10005,0,0
1928,3,1,0,1,1
1928,4,0,0,0,0
1924,4,1,18985,0,0
1924,3,0,26815,0,0
1926,4,0,12005,0,0
1924,3,1,0,0,0
1928,3,1,10005,0,0
1926,4,1,0,0,0
1926,4,0,11505,0,0
1924,3,0,14005,0,0
1928,4,1,0,1,2
1928,4,0,7005,0,0
1924,4,1,15005,0,0
1926,3,0,24005,0,0
1924,4,1,2125,0,0
1928,3,0,20005,0,0
1926,3,1,0,0,0
1926,4,1,22005,0,0
1926,3,0,0,1,2
1928,4,0,13005,0,0
1924,4,1,29005,0,0
1924,4,1,0,0,0
1924,3,1,16585,0,0
1924,4,1,42005,0,0
1928,3,0,16005,0,0
1926,3,0,19005,0,0
1926,4,1,14555,0,0
1926,4,1,12505,1,1
1928,3,0,10005,0,0
1924,3,1,22665,0,0
1928,3,0,26005,0,0
1928,3,0,0,1,2
1928,4,0,0,1,2
1928,3,1,18835,1,1
1926,3,1,525,0,0
1928,3,0,19245,0,0
1928,4,1,10005,0,0
1924,3,1,23005,0,0
1924,4,1,0,0,0
1928,3,1,0,1,2
1924,3,1,15005,0,0
1924,3,1,17395,0,0
1924,4,0,0,0,0
1924,3,1,27005,0,0
1926,3,1,16545,0,0
1924,3,1,16005,0,0
1926,4,1,8545,0,0
1926,4,1,14345,0,0
1926,4,1,10805,0,0
1928,4,0,12505,0,0
1926,4,1,0,0,0
1928,4,0,23295,0,0
1926,4,1,0,1,1
1928,4,1,25005,0,0
1926,3,0,0,1,2
1928,3,0,12005,0,0
1928,4,0,0,0,0
1926,3,0,5605,0,0
1928,3,1,1085,0,0
1926,4,0,0,1,1
1924,3,1,0,0,0
1924,4,1,0,0,0
1926,4,1,0,1,1
1928,4,0,19005,0,0
1926,3,1,22005,1,1
1926,4,1,8005,0,0
1926,4,1,22005,0,0
1928,4,0,21635,0,0
1924,3,1,0,0,0
1926,3,0,13005,0,0
1924,4,1,13005,0,0
1926,4,0,11965,0,0
1926,3,1,12005,1,1
1926,3,0,11965,0,0
1928,3,0,1605,0,0
1924,4,1,0,0,0
1926,3,1,50445,0,0
1926,3,1,7025,0,0
1928,3,0,6295,0,0
1928,4,1,0,0,0
1924,3,1,13025,0,0
1928,3,0,1335,0,0
1928,3,0,12005,0,0
1928,3,0,2505,0,0
1926,4,1,70005,0,0
1928,4,1,7905,0,0
1928,3,0,0,0,0
1926,3,1,2405,1,2
1924,4,1,60005,0,0
1928,4,0,0,0,0
1926,4,0,21005,0,0
1926,3,0,10795,0,0
1924,3,1,11435,0,0
1924,4,1,14005,0,0
1924,3,1,0,0,0
1928,4,0,8845,0,0
1926,4,1,17505,0,0
1928,3,0,25005,0,0
1924,3,0,0,0,0
1926,4,1,16005,0,0
1924,3,0,0,0,0
1928,4,0,0,0,0
1926,3,0,0,1,2
1928,4,1,17005,0,0
1926,3,0,24005,0,0
1926,4,0,15005,0,0
1924,3,1,0,1,1
1926,3,0,21815,0,0
1928,4,0,22005,0,0
1924,4,1,19245,0,0
1928,4,0,23405,0,0
1928,3,1,12005,0,0
1926,3,1,0,1,2
1928,4,1,10505,0,0
1926,3,0,0,0,0
1926,4,0,14045,0,0
1928,3,0,25005,0,0
1928,3,0,0,0,0
1926,3,0,19005,0,0
1924,3,1,5045,0,0
1928,3,0,0,0,0
1928,3,0,0,0,0
1926,3,1,27005,0,0
1928,3,0,15005,0,0
1928,3,0,0,1,2
1924,4,0,3605,0,0
1924,3,1,10405,0,0
1928,3,1,8715,0,0
1926,4,1,2875,1,1
1928,4,0,11005,0,0
1924,4,0,8025,0,0
1924,3,1,11525,0,0
1924,3,1,25005,1,1
1926,3,1,22005,0,0
1926,4,0,10585,0,0
1926,4,0,2185,1,2
1928,4,0,0,0,0
1926,3,1,6775,0,0
1926,4,1,15835,0,0
1928,4,1,15005,0,0
1926,3,1,20275,0,0
1924,4,1,1795,1,1
1924,4,1,27705,0,0
1924,3,0,13005,0,0
1926,4,1,0,0,0
1926,4,0,6255,0,0
1926,4,1,5005,1,1
1926,4,1,21125,0,0
1928,3,1,0,0,0
1924,3,0,9105,0,0
1928,4,0,15005,0,0
1928,3,1,0,0,0
1924,3,1,0,0,0
1928,3,1,16005,0,0
1928,3,0,0,0,0
1924,4,1,20005,0,0
1926,4,0,0,0,0
1924,3,1,8005,0,0
1928,3,0,0,1,2
1928,3,0,0,0,0
1928,3,1,7245,0,0
1924,4,1,18205,0,0
1928,4,0,7525,0,0
1928,3,0,19005,0,0
1928,3,0,0,1,2
1924,3,0,9815,0,0
1928,3,1,13005,0,0
1928,3,0,0,0,0
1924,3,1,0,0,0
1924,3,0,0,1,2
1924,4,1,355,0,0
1926,4,1,0,0,0
1926,4,1,6255,1,2
1928,4,0,28465,0,0
1926,3,0,0,0,0
1926,3,1,25005,0,0
1924,4,0,8205,0,0
1928,3,0,13505,0,0
1928,3,0,8005,1,1
1924,3,1,11825,0,0
1924,3,1,12005,0,0
1928,4,0,19005,0,0
1924,4,0,16005,0,0
1924,3,1,0,1,1
1928,3,0,20115,0,0
1926,4,0,2005,0,0
1924,3,1,44145,0,0
1924,4,1,0,1,2
1926,4,1,0,1,2
1924,3,1,19505,0,0
1926,3,1,22005,0,0
1924,4,0,4805,0,0
1928,3,1,13605,0,0
1924,3,1,0,0,0
1924,3,1,15005,0,0
1926,4,0,0,1,2
1924,3,0,0,1,2
1924,4,1,0,1,1
1924,4,0,0,0,0
1928,3,0,6505,0,0
1928,4,0,9765,0,0
1924,4,0,8005,0,0
1928,4,0,10005,0,0
1928,3,0,5985,0,0
1928,4,1,8005,0,0
1928,4,0,9905,0,0
1926,3,1,19005,0,0
1926,3,1,11355,0,0
1924,4,0,8005,0,0
1924,4,1,10005,0,0
1926,4,0,7005,0,0
1928,4,1,8305,0,0
1924,4,1,10505,0,0
1926,3,0,11005,0,0
1924,3,1,0,0,0
1928,4,0,15085,0,0
1926,4,1,22745,0,0
1926,3,0,0,1,2
1926,3,1,0,1,2
1926,4,0,20285,1,1
1928,3,0,0,1,2
1924,3,1,305,0,0
1926,3,1,23435,0,0
1924,3,1,12005,0,0
1926,4,0,12005,0,0
1928,3,0,4815,0,0
1926,3,1,75000,0,0
1928,3,0,0,1,2
1928,4,0,7205,0,0
1924,3,1,10005,0,0
1928,4,1,0,0,0
1926,4,0,9405,0,0
1926,3,0,5135,0,0
1926,4,0,0,1,2
1928,3,0,17265,0,0
1928,3,1,5005,0,0
1924,3,1,12005,0,0
1926,4,1,75000,0,0
1926,3,1,32405,0,0
1926,4,0,0,0,0
1924,3,1,0,1,2
1928,4,0,19565,0,0
1926,3,1,575,1,2
1926,3,1,25005,0,0
1926,4,0,4005,0,0
1926,3,1,8825,0,0
1924,4,1,17525,0,0
1926,3,1,0,1,2
1926,3,1,16005,0,0
1924,3,0,0,1,2
1926,3,1,0,0,0
1924,3,1,1155,0,0
1924,3,1,0,0,0
1926,4,0,0,0,0
1926,3,0,0,1,2
1928,4,0,4505,0,0
1924,4,1,0,1,2
1928,4,0,20005,0,0
1924,3,1,0,0,0
1928,4,0,8005,0,0
1926,3,1,8785,0,0
1926,4,1,7005,0,0
1928,4,0,5005,0,0
1924,4,1,24005,0,0
1928,4,0,6005,0,0
1924,4,1,13945,0,0
1924,4,1,10005,0,0
1926,3,0,0,1,1
1926,3,1,305,1,1
1928,4,0,10005,0,0
1928,3,0,0,1,2
1928,4,0,0,0,0
1924,3,1,0,0,0
1926,3,1,425,1,1
1928,3,0,12005,0,0
1928,4,1,8005,0,0
1926,3,1,9005,0,0
1924,3,0,0,1,2
1924,3,0,9605,0,0
1924,4,1,7215,0,0
1926,3,1,0,0,0
1928,3,1,14505,0,0
1924,4,1,0,0,0
1926,4,1,29005,0,0
1926,3,0,9805,0,0
1928,3,0,0,0,0
1924,3,0,6005,0,0
1924,3,1,13005,0,0
1926,3,0,0,0,0
1924,3,1,22905,0,0
1924,3,1,54005,0,0
1926,3,0,0,1,2
1926,3,1,0,1,2
1928,3,0,7005,0,0
1926,4,0,12505,0,0
1924,4,1,10005,0,0
1924,3,0,0,1,2
1926,3,1,0,1,2
1924,3,0,10005,0,0
1928,3,1,12005,0,0
1926,4,0,9005,0,0
1928,4,0,16485,0,0
1926,4,1,4005,0,0
1924,4,0,0,0,0
1928,4,0,9505,0,0
1924,4,0,7805,0,0
1924,4,1,10185,0,0
1928,4,0,20895,0,0
1926,3,0,5405,0,0
1924,4,1,0,0,0
1928,4,0,3405,0,0
1924,4,1,6705,0,0
1928,4,0,0,1,1
1926,4,1,0,1,2
1924,3,0,0,1,2
1926,4,1,12005,0,0
1926,4,1,1235,0,0
1924,3,1,10805,1,2
1928,3,0,0,0,0
1924,4,0,0,1,2
1926,4,1,0,0,0
1924,4,1,15505,0,0
1926,3,1,8005,1,1
1926,4,1,0,1,2
1928,3,1,0,0,0
1924,4,0,0,1,2
1926,4,0,6005,0,0
1926,3,1,0,1,2
1924,3,0,12995,0,0
1926,4,1,25305,0,0
1924,4,0,0,1,2
1926,4,0,1005,0,0
1928,3,0,13005,0,0
1926,4,1,0,0,0
1928,3,0,24695,0,0
1928,3,0,0,1,2
1926,3,1,18005,0,0
1926,3,0,0,1,2
1924,4,1,0,0,0
1924,4,1,10005,0,0
1926,4,1,25005,0,0
1924,4,0,0,1,2
1928,3,0,16005,0,0
1924,3,1,0,1,1
1928,4,0,6075,0,0
1928,4,0,75000,0,0
1924,4,1,18005,0,0
1928,4,0,14005,0,0
1924,4,1,9525,0,0
1926,3,1,25025,0,0
1924,3,1,0,0,0
1924,3,1,2005,0,0
1924,3,1,0,1,2
1924,4,1,11005,0,0
1924,3,1,0,1,2
1924,3,0,0,1,2
1926,3,0,0,1,2
1926,3,1,0,0,0
1928,3,0,6005,0,0
1926,4,1,0,0,0
1926,4,1,60005,0,0
1926,3,1,28005,0,0
1926,3,1,11005,0,0
1928,3,1,21005,0,0
1926,3,1,6765,0,0
1926,4,0,7285,1,1
1926,4,1,8505,1,1
1926,3,1,40005,1,2
1928,4,0,0,0,0
1928,3,1,605,1,1
1926,4,1,19415,0,0
1928,3,1,12355,0,0
1926,4,1,0,1,1
1926,4,1,14795,1,1
1924,4,1,0,1,2
1928,3,0,4705,0,0
1928,3,1,845,0,0
1926,4,0,9405,1,1
1928,3,0,0,0,0
1928,4,1,14505,0,0
1924,3,1,12005,1,1
1928,3,0,15005,0,0
1928,3,0,8505,0,0
1924,3,1,6935,0,0
1928,3,1,0,0,0
1926,3,1,0,0,0
1924,3,0,0,0,0
1928,4,0,0,1,1
1926,3,1,11005,0,0
1924,4,1,0,1,1
1926,3,1,0,1,2
1924,4,0,17765,0,0
1928,3,0,0,1,2
1928,3,0,0,1,2
1928,4,0,0,1,2
1924,4,0,10915,0,0
1926,3,1,0,1,2
1928,4,1,0,1,2
1926,3,1,25505,0,0
1928,3,0,21325,0,0
1928,4,0,12005,0,0
1928,4,0,0,0,0
1924,3,1,0,1,2
1928,4,0,0,1,2
1926,3,1,36005,0,0
1926,4,1,0,0,0
1926,4,1,0,0,0
1926,4,0,0,1,2
1928,3,0,12545,0,0
1924,3,0,0,0,0
1928,4,0,17165,1,1
1928,4,0,4145,1,1
1926,3,0,6005,0,0
1926,3,1,24005,0,0
1926,3,1,3805,0,0
1926,4,1,0,1,2
1926,4,0,11785,0,0
1926,3,0,6195,1,1
1928,4,0,18005,0,0
1924,3,0,0,1,2
1928,4,0,0,0,0
1926,3,0,21115,1,1
1926,3,0,0,0,0
1924,3,0,4005,0,0
1928,3,0,5765,0,0
1926,3,1,13385,0,0
1928,3,0,8605,0,0
1924,3,0,12005,1,1
1928,3,1,7805,0,0
1928,4,0,0,0,0
1926,3,1,0,0,0
1926,3,1,11005,0,0
1924,3,0,6165,1,1
1928,4,0,11005,0,0
1926,4,1,14045,0,0
1928,3,0,1905,1,1
1924,3,1,0,0,0
1928,4,1,75000,0,0
1926,4,1,0,0,0
1928,4,0,29005,0,0
1926,3,1,7805,0,0
1924,3,0,5005,0,0
1926,3,1,16005,0,0
1928,4,0,9005,0,0
1926,3,1,22955,0,0
1926,4,0,11065,0,0
1926,3,0,8005,0,0
1928,4,0,0,1,2
1924,3,1,25755,0,0
1926,3,0,0,0,0
1924,4,1,0,1,2
1924,4,1,31725,1,1
1926,4,1,23045,0,0
1926,3,1,15,1,1
1926,3,1,0,1,2
1926,4,0,0,0,0
1926,3,0,0,1,1
1926,3,1,0,0,0
1928,4,0,0,0,0
1924,3,0,1005,0,0
1924,3,0,4485,1,1
1926,3,1,8005,0,0
1928,4,0,0,0,0
1926,3,1,19005,0,0
1928,3,0,75000,0,0
1926,4,1,23405,0,0
1924,4,0,9865,0,0
1928,4,0,7005,0,0
1924,3,0,5905,0,0
1928,3,1,30005,0,0
1928,3,1,24005,0,0
1928,3,0,905,0,0
1924,3,0,24005,0,0
1928,3,1,11835,0,0
1924,4,1,24005,0,0
1928,3,0,9205,0,0
1926,3,1,0,1,2
1924,3,1,51005,0,0
1928,3,1,25505,0,0
1928,4,0,6505,1,1
1924,4,0,0,0,0
1928,3,0,0,1,2
1928,4,0,17165,0,0
1928,3,0,0,0,0
1928,3,0,0,1,1
1926,4,0,11005,0,0
1924,3,0,1105,1,2
1926,4,1,4295,0,0
1926,3,1,20005,0,0
1924,3,1,20005,0,0
1928,3,0,0,0,0
1928,3,0,0,0,0
1924,4,1,11055,0,0
1928,3,1,9215,0,0
1924,3,0,1935,1,2
1924,3,1,12005,0,0
1926,4,1,0,0,0
1926,3,1,19005,0,0
1924,3,0,7425,0,0
1928,3,0,6005,0,0
1928,3,0,13005,1,1
1928,4,0,0,0,0
1924,3,1,47005,0,0
1928,4,0,0,0,0
1926,4,0,18205,0,0
1926,4,0,9235,0,0
1926,3,0,0,1,2
1926,3,1,5505,0,0
1926,3,1,18005,0,0
1926,4,0,16885,0,0
1928,4,0,7405,1,1
1928,4,0,0,1,2
1928,4,0,26455,0,0
1926,3,0,1875,0,0
1926,3,0,55005,0,0
1926,4,1,11815,0,0
1928,4,0,0,0,0
1924,3,0,20005,1,1
1928,4,0,805,1,2
1924,3,1,14605,0,0
1924,4,0,7805,0,0
1928,4,0,0,1,2
1928,3,0,11535,0,0
1928,4,0,8685,0,0
1924,3,0,0,1,2
1924,3,1,0,0,0
1926,4,1,0,0,0
1924,4,1,22005,0,0
1928,4,0,105,0,0
1926,4,0,8005,0,0
1928,4,0,34005,1,1
1928,4,0,0,0,0
1926,3,1,15005,1,1
1924,3,0,8605,0,0
1928,3,0,9605,0,0
1924,4,1,0,0,0
1926,3,1,14605,0,0
1926,4,0,13005,0,0
1928,3,1,0,1,1
1928,4,0,3185,0,0
1924,3,1,15,0,0
1924,4,1,47005,0,0
1928,4,1,30005,0,0
1926,3,1,0,1,2
1926,4,1,17005,0,0
1926,3,1,16155,0,0
1926,4,0,15005,0,0
1928,3,0,19405,0,0
1928,4,0,22365,0,0
1924,3,0,0,1,2
1924,4,1,0,1,2
1926,3,0,0,0,0
1928,4,0,20005,0,0
1924,3,1,23005,0,0
1926,3,1,1205,0,0
1924,3,1,5415,1,1
1926,4,1,11005,0,0
1924,4,1,0,1,2
1926,3,1,0,1,1
1924,3,1,13005,0,0
1928,3,0,24005,0,0
1926,3,1,12205,0,0
1926,3,1,11005,0,0
1926,4,1,0,1,1
1924,4,1,35255,0,0
1926,3,0,9825,0,0
1924,3,1,0,0,0
1928,3,0,19005,0,0
1926,3,1,25005,0,0
1926,3,1,29195,0,0
1928,3,0,73525,0,0
1926,4,1,20005,0,0
1928,4,0,50005,0,0
1924,3,0,12005,1,1
1924,3,1,5005,0,0
1926,3,0,0,1,2
1928,4,1,0,1,2
1928,3,0,43005,0,0
1928,3,0,75000,0,0
1924,4,1,59005,0,0
1926,4,1,19505,1,1
1926,3,0,20505,0,0
1928,3,0,8505,0,0
1926,4,0,15005,0,0
1926,4,0,11005,0,0
1928,4,0,25485,0,0
1928,3,0,0,1,2
1926,3,1,27005,0,0
1926,4,1,27005,1,1
1928,4,1,19005,0,0
1928,3,1,3625,0,0
1926,4,1,36005,0,0
1926,4,1,18005,0,0
1926,4,0,17315,0,0
1928,4,0,23025,0,0
1928,3,0,27565,0,0
1926,4,1,37965,0,0
1924,4,1,14005,0,0
1924,3,1,0,1,1
1924,4,1,12505,0,0
1924,4,1,0,0,0
1926,3,1,21005,0,0
1928,3,0,29005,0,0
1924,3,1,6005,0,0
1924,3,0,10005,0,0
1926,4,1,75000,0,0
1928,3,0,10005,1,1
1924,4,1,30005,0,0
1926,3,1,13065,0,0
1926,3,1,9905,0,0
1924,4,0,5005,0,0
1926,4,1,27005,0,0
1928,4,1,18205,0,0
1924,4,1,22905,0,0
1924,3,0,13395,0,0
1928,3,0,0,1,2
1926,4,0,15005,0,0
1928,4,0,10925,0,0
1928,3,1,19035,0,0
1928,3,0,0,1,2
1928,4,0,24405,1,1
1928,4,0,2675,1,1
1926,4,0,12505,0,0
1928,4,1,25405,0,0
1926,4,1,33405,0,0
1924,3,1,24005,0,0
1926,3,1,10005,0,0
1928,4,0,0,1,1
1928,4,0,45005,0,0
1928,4,0,25005,0,0
1924,3,1,0,1,2
1924,3,1,0,1,2
1928,3,0,15605,0,0
1926,4,1,14005,0,0
1928,3,0,22905,0,0
1926,3,1,13005,1,1
1926,3,1,19505,0,0
1924,4,1,8005,0,0
1926,3,0,20005,0,0
1924,3,1,0,1,2
1926,4,0,1005,1,1
1926,4,1,23005,0,0
1928,3,0,22005,0,0
1924,4,1,32005,0,0
1926,3,1,0,0,0
1928,4,0,17035,0,0
1924,3,1,75000,0,0
1928,4,0,12255,0,0
1924,3,1,21105,0,0
1926,4,0,0,0,0
1924,4,1,22005,0,0
1926,3,1,37655,0,0
1924,3,1,27905,0,0
1924,4,1,20285,1,1
1926,4,1,15005,1,1
1928,4,0,30715,0,0
1926,3,0,8105,0,0
1928,4,0,30005,0,0
1928,4,1,12705,0,0
1928,3,0,0,1,2
1928,3,0,15005,0,0
1926,3,1,13005,0,0
1924,3,1,7805,0,0
1928,3,0,20005,0,0
1928,4,1,0,0,0
1924,3,1,0,1,1
1926,4,1,4685,0,0
1926,4,1,9005,0,0
1924,3,0,1205,0,0
1926,3,1,5075,1,1
1926,3,0,0,1,2
1926,3,0,4505,1,1
1928,4,0,0,0,0
1924,4,1,19365,0,0
1926,4,0,0,1,2
1928,4,0,23005,0,0
1926,3,1,15295,0,0
1928,4,0,13005,0,0
1928,4,0,20005,0,0
1928,3,0,5725,0,0
1928,4,0,26675,0,0
1924,4,1,31005,0,0
1924,3,1,0,0,0
1928,4,0,0,1,2
1926,3,1,30005,0,0
1926,4,0,1205,0,0
1926,3,0,19685,0,0
1928,3,1,21025,0,0
1928,4,0,12605,0,0
1928,3,1,13465,1,1
1924,4,0,0,0,0
1926,3,1,3305,0,0
1924,3,1,0,1,1
1926,3,1,12605,0,0
1924,4,1,0,1,2
1926,4,1,8555,0,0
1928,3,0,3645,0,0
1924,3,0,15005,0,0
1928,3,0,0,1,2
1928,3,0,0,1,2
1928,4,0,0,1,1
1924,4,1,0,1,2
1926,4,1,24005,0,0
1926,4,1,4805,1,2
1926,4,0,13505,0,0
1926,4,0,12405,0,0
1926,3,1,0,1,2
1928,4,1,30005,0,0
1924,4,1,17505,0,0
1928,3,0,2405,1,2
1926,4,1,0,1,2
1926,3,1,18675,0,0
1928,4,0,15755,0,0
1926,4,1,32405,1,1
1928,4,0,8005,0,0
1924,4,0,0,1,2
1928,4,0,12365,0,0
1928,4,1,1565,0,0
1924,3,0,0,1,2
1928,4,0,8005,0,0
1924,4,1,0,1,2
1924,3,0,0,1,1
1928,3,0,26865,0,0
1928,3,0,11715,0,0
1928,3,0,9105,0,0
1924,3,1,0,1,2
1928,4,0,1185,1,1
1926,3,1,0,1,2
1924,4,0,0,1,2
1926,3,0,9005,0,0
1928,4,0,6005,1,1
1926,3,1,12505,0,0
1926,4,1,25005,0,0
